asset_type,deal,source,source_url,listing_id,name,district,plz,city,state,rent_eur_m2_min,rent_eur_m2_max,price_eur,area_min_m2,area_max_m2,rooms,captured,notes
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-muenchen-ext-002098/,col-buero-muenchen-ext-002098,"Obersendling - Modern office space, Munich",,,"München","Bayern",,,,,,,2026-06-29,"Colliers Objektsuche; office"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-muenchen-ext-002091/,col-buero-muenchen-ext-002091,"Old Town - Office and medical practice space, Munich",,,"München","Bayern",,,,,,,2026-06-29,"Colliers Objektsuche; office"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-muenchen-ext-002090/,col-buero-muenchen-ext-002090,"Maxvorstadt OSKAR 33, Munich",,,"München","Bayern",,,,,,,2026-06-29,"Colliers Objektsuche; office"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-estatesync-ext-001096/,col-buero-estatesync-ext-001096,"Dornach heads - new generation workspace, Aschheim/Dornach",,,"Aschheim","Bayern",,,,,,,2026-06-29,"Colliers Objektsuche; office"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-muenchen-ext-002152/,col-buero-muenchen-ext-002152,"Urban Loft Offices, Munich",,,"München","Bayern",,,,,,,2026-06-29,"Colliers Objektsuche; office"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-frankfurt-ext-003589/,col-buero-frankfurt-ext-003589,"Stilvolle Altbaufläche in der Hochparterre, Frankfurt am Main",,,"Frankfurt","Hessen",,,,,120,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-frankfurt-ext-003588/,col-buero-frankfurt-ext-003588,"Provisionsfrei: Bürotower mit sensationeller Aussicht, Frankfurt am Main",,,"Frankfurt","Hessen",,,,,554,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-darmstadt-ext-003587/,col-buero-darmstadt-ext-003587,"Außergewöhnliche Bürofläche mit Loftcharakter, Darmstadt",,,"Darmstadt","Hessen",,,,,1044,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-frankfurt-ext-003013/,col-buero-frankfurt-ext-003013,"Provisionsfrei: Bürotower mit sensationeller Aussicht, Frankfurt am Main",,,"Frankfurt","Hessen",,,,,2528,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-wiesbaden-ext-003235/,col-buero-wiesbaden-ext-003235,"Effizienter Grundriss + hochwertige Ausstattung, Wiesbaden",,,"Wiesbaden","Hessen",,,,,2091,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-estatesync-ext-003523/,col-buero-estatesync-ext-003523,"Rarität: Modernes Bürogebäude in Hofheim, Hofheim am Taunus",,,"Hofheim","Hessen",,,,,1210,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-darmstadt-ext-003335/,col-buero-darmstadt-ext-003335,"Lager-/Produktions- und Büroflächen in Darmstadt-West",,,"Darmstadt","Hessen",,,,,1846,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-wiesbaden-ext-003546/,col-buero-wiesbaden-ext-003546,"Klimatisierte Bürofläche mit Top-Ausstattung, Wiesbaden",,,"Wiesbaden","Hessen",,,,,1816,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-wiesbaden-ext-003544/,col-buero-wiesbaden-ext-003544,"Schicke Büroflächen in Nordenstadt, Wiesbaden",,,"Wiesbaden","Hessen",,,,,232,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-wiesbaden-ext-003545/,col-buero-wiesbaden-ext-003545,"Schicke Büroflächen in Nordenstadt, Wiesbaden",,,"Wiesbaden","Hessen",,,,,391,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-wiesbaden-ext-003245/,col-buero-wiesbaden-ext-003245,"Schicke Büroflächen in Nordenstadt, Wiesbaden",,,"Wiesbaden","Hessen",,,,,204,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-frankfurt-ext-003556/,col-buero-frankfurt-ext-003556,"Effiziente Bürofläche in bester Westendlage, Frankfurt am Main",,,"Frankfurt","Hessen",,,,,158,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-frankfurt-ext-003555/,col-buero-frankfurt-ext-003555,"Provisionsfrei: Stilvolle Büroflächen, Frankfurt am Main",,,"Frankfurt","Hessen",,,,,399,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-frankfurt-ext-003144/,col-buero-frankfurt-ext-003144,"Helle, großzügige Büroflächen in Niederrad, Frankfurt am Main",,,"Frankfurt","Hessen",,,,,2970,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-darmstadt-ext-003045/,col-buero-darmstadt-ext-003045,"Quartier West - Moderne Büroflächen, Darmstadt",,,"Darmstadt","Hessen",,,,,1118,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-frankfurt-ext-003128/,col-buero-frankfurt-ext-003128,"Moderne Bürofläche direkt an der Hauptwache, Frankfurt am Main",,,"Frankfurt","Hessen",,,,,60,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-darmstadt-ext-003074/,col-buero-darmstadt-ext-003074,"Effiziente Bürofläche mit Balkon, Darmstadt",,,"Darmstadt","Hessen",,,,,253,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-frankfurt-ext-003542/,col-buero-frankfurt-ext-003542,"Premium-Büros an der Alten Oper - Die Welle, Frankfurt am Main",,,"Frankfurt","Hessen",,,,,22000,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-frankfurt-ext-003541/,col-buero-frankfurt-ext-003541,"Das Landmark-Building Niederrads, Frankfurt am Main",,,"Frankfurt","Hessen",,,,,16394,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-wiesbaden-ext-003212/,col-buero-wiesbaden-ext-003212,"Traumbüro in idealer City-Lage, Wiesbaden",,,"Wiesbaden","Hessen",,,,,2809,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-2849-g1/,col-buero-berlin-b-1-2849-g1,"Unity Tower, Berlin",,,"Berlin","Berlin",27,27,,,16100,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-4-g1/,col-buero-berlin-b-1-4-g1,"BERLIN Central, Berlin",,,"Berlin","Berlin",29,29,,,1920,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-p25308/,col-buero-berlin-b-p25308,"X LANE, Berlin",,,"Berlin","Berlin",,,,,3639,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-p24632-g1/,col-buero-berlin-b-p24632-g1,"Bürohaus, Berlin",,,"Berlin","Berlin",16.5,16.5,,,1483,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-8135-g2/,col-buero-berlin-b-1-8135-g2,"Eiswerk, Berlin",,,"Berlin","Berlin",31,31,,,6506,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-p25615-g1/,col-buero-berlin-b-p25615-g1,"Moderne Büroeinheiten am Lützowplatz, Berlin",,,"Berlin","Berlin",16.5,16.5,,,688,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-p25541-g1/,col-buero-berlin-b-p25541-g1,"Ihr neues Büro, Berlin",,,"Berlin","Berlin",20,20,,,3980,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-8294-g1/,col-buero-berlin-b-1-8294-g1,"Münzhof, Berlin",,,"Berlin","Berlin",27,27,,,588,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-p24851-g1/,col-buero-berlin-b-p24851-g1,"Wohn- und Geschäftshaus, Berlin",,,"Berlin","Berlin",18.8,18.8,,,154,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-p25857/,col-buero-berlin-b-p25857,"Ihr neues Büro, Berlin",,,"Berlin","Berlin",23.13,23.13,,,335,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-8252-g2/,col-buero-berlin-b-1-8252-g2,"LABELS BERLIN 2, Berlin",,,"Berlin","Berlin",29,29,,,7694,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-8943-g1/,col-buero-berlin-b-1-8943-g1,"Auf eine gute Verbindung, Berlin",,,"Berlin","Berlin",15,15,,,1015,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-p25469-g1/,col-buero-berlin-b-p25469-g1,"Bürohaus, Berlin",,,"Berlin","Berlin",16.5,16.5,,,506,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-p25830-g2/,col-buero-berlin-b-p25830-g2,"Bürohaus, Berlin",,,"Berlin","Berlin",28,28,,,230,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-1452-g1/,col-buero-berlin-b-1-1452-g1,"Einfach bequem erreichbar sein, Berlin",,,"Berlin","Berlin",23,23,,,340,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-2685-g2/,col-buero-berlin-b-1-2685-g2,"Die Nummer 1 am Potsdamer Platz, Berlin",,,"Berlin","Berlin",42,42,,,1989,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-814-g1/,col-buero-berlin-b-1-814-g1,"Moderne Büroflächen im attraktiven Altbau, Berlin",,,"Berlin","Berlin",32.31,32.31,,,460,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-8185-g1/,col-buero-berlin-b-1-8185-g1,"Reichlich Platz in der Reuchlinstraße, Berlin",,,"Berlin","Berlin",12,12,,,1299,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-786-g1/,col-buero-berlin-b-1-786-g1,"Moderner 11-geschossiger Bürokomplex, Berlin",,,"Berlin","Berlin",24,24,,,2732,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-berlin-b-1-8294-1/,col-buero-berlin-b-1-8294-1,"Münzhof, Berlin",,,"Berlin","Berlin",10.5,10.5,,,,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002471/,col-buero-hamburg-ext-002471,"Moderne, helle Büroflächen in Rotherbaum, Hamburg",,,"Hamburg","Hamburg",,,,,96,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-003053/,col-buero-hamburg-ext-003053,"Historischer Holstenhof - Ihre neue Bürofläche, Hamburg",,,"Hamburg","Hamburg",,,,,866,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002761/,col-buero-hamburg-ext-002761,"Für alle, die hoch hinaus wollen, Hamburg",,,"Hamburg","Hamburg",,,,,644,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002627/,col-buero-hamburg-ext-002627,"Ihre Büroflächen im Kontorhausviertel, Hamburg",,,"Hamburg","Hamburg",,,,,283,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002531/,col-buero-hamburg-ext-002531,"Harburg - Business am Kanal, Hamburg",,,"Hamburg","Hamburg",,,,,730,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002632/,col-buero-hamburg-ext-002632,"Ihre Büroflächen im Kontorhausviertel, Hamburg",,,"Hamburg","Hamburg",,,,,383,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002613/,col-buero-hamburg-ext-002613,"Flächen im Bürocampus Hamburger-Heimfeld, Hamburg",,,"Hamburg","Hamburg",,,,,181,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002625/,col-buero-hamburg-ext-002625,"Bürofläche zwischen City-Süd und HafenCity, Hamburg",,,"Hamburg","Hamburg",,,,,180,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002677/,col-buero-hamburg-ext-002677,"Ihr neues Büro im BOA VISTA, Hamburg",,,"Hamburg","Hamburg",,,,,803,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-003581/,col-buero-hamburg-ext-003581,"Mit Terrasse und Ausblick, Hamburg",,,"Hamburg","Hamburg",,,,,421,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002676/,col-buero-hamburg-ext-002676,"Ihr neues Büro im BOA VISTA, Hamburg",,,"Hamburg","Hamburg",,,,,524,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002675/,col-buero-hamburg-ext-002675,"Ihr neues Büro im BOA VISTA, Hamburg",,,"Hamburg","Hamburg",,,,,177,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002756/,col-buero-hamburg-ext-002756,"Moderne Flächen in markanter Lage, Hamburg",,,"Hamburg","Hamburg",,,,,1071,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-003064/,col-buero-hamburg-ext-003064,"Am Puls der City-Süd, Hamburg",,,"Hamburg","Hamburg",,,,,562,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002564/,col-buero-hamburg-ext-002564,"Kontorhaus mit Elphi-Blick, Hamburg",,,"Hamburg","Hamburg",,,,,521,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-003026/,col-buero-hamburg-ext-003026,"Hochwertige Büroflächen in Bahrenfeld, Hamburg",,,"Hamburg","Hamburg",,,,,1228,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002413/,col-buero-hamburg-ext-002413,"Ihr neues Büro im EDGE HafenCity, Hamburg",,,"Hamburg","Hamburg",,,,,2580,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002633/,col-buero-hamburg-ext-002633,"Arbeiten in der Speicherstadt, Hamburg",,,"Hamburg","Hamburg",,,,,997,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002822/,col-buero-hamburg-ext-002822,"Moderne Büroflächen im architektonischen Highlight, Hamburg",,,"Hamburg","Hamburg",,,,,393,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-hamburg-ext-002354/,col-buero-hamburg-ext-002354,"Direkt in der City, helle Bürofläche, Hamburg",,,"Hamburg","Hamburg",,,,,212,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-p6388-g1-e4/,col-buero-duesseldorf-d-p6388-g1-e4,"Praxisfläche, provisionsfrei, Innenstadt, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",18,18,,,364,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-p6388/,col-buero-duesseldorf-d-p6388,"Praxisfläche, provisionsfrei, Innenstadt, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",18,18,,,364,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-15391/,col-buero-duesseldorf-d-15391,"Bürofläche Düsseldorf-Stadtmitte / CBD am Kö-Bogen",,,"Düsseldorf","Nordrhein-Westfalen",35,35,,,7670,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-15391-6581/,col-buero-duesseldorf-d-15391-6581,"Bürofläche Düsseldorf-Stadtmitte / CBD am Kö-Bogen",,,"Düsseldorf","Nordrhein-Westfalen",35,35,,,7670,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-koeln-d-bismarckstrasse/,col-buero-koeln-d-bismarckstrasse,"Flexible Bürofläche im belgischen Viertel, Köln",,,"Köln","Nordrhein-Westfalen",17.5,17.5,,,860,,2026-06-29,"Colliers Objektsuche; Typ: Büro; Köln desk via Düsseldorf"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-8561/,col-buero-duesseldorf-d-8561,"Büro im Kennedy-Haus, Düsseldorf-Golzheim",,,"Düsseldorf","Nordrhein-Westfalen",16.5,16.5,,,1250,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-15555/,col-buero-duesseldorf-d-15555,"Airport Office III, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",,,,,4920,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-9480/,col-buero-duesseldorf-d-9480,"Stadttor Düsseldorf - Wahrzeichen, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",27,27,,,1572,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-15608a/,col-buero-duesseldorf-d-15608a,"AirPark repräsentative Büros, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",16.5,16.5,,,5655,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-9480-g1-e2/,col-buero-duesseldorf-d-9480-g1-e2,"Stadttor Düsseldorf - Wahrzeichen, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",27,27,,,786,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-2340a/,col-buero-duesseldorf-d-2340a,"Hochwertige Büroflächen in Ratinger Innenstadt mit Dachterrassen",,,"Ratingen","Nordrhein-Westfalen",,,,,1689,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-9660a/,col-buero-duesseldorf-d-9660a,"Wilhelm-Marx-Haus im Herzen, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",29,29,,,3467,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-776/,col-buero-duesseldorf-d-776,"Büroflächen im Gewerbepark Neuss-Nord, Neuss",,,"Neuss","Nordrhein-Westfalen",10.5,10.5,,,4294,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-942/,col-buero-duesseldorf-d-942,"Büro Düsseldorf-Mörsenbroich, A52, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",,,,,4516,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-6602/,col-buero-duesseldorf-d-6602,"Lage zwischen Hafen und Innenstadt, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",17,17,,,476,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
office,lease,Colliers,https://www.colliers.de/gewerbeimmobilien/objekt/buero-duesseldorf-d-15415-15437/,col-buero-duesseldorf-d-15415-15437,"DUO - working with new perspectives, Düsseldorf",,,"Düsseldorf","Nordrhein-Westfalen",19,19,,,4715,,2026-06-29,"Colliers Objektsuche; Typ: Büro"
